expense_id,user_id,expense_date,expense_amount,shopping_type,description,merchant,payment_method,recurring,tags
7f95ab59-02e3-4a9a-8194-bc7f5078eda2,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-07,301.1,Coffee,Spent $301.10 on coffee at Starbucks using Debit Card.,Starbucks,Debit Card,True,"['Coffee', 'Recurring']"
0b2b12cb-b9ac-4536-b38e-cfe6a1ece3ec,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-16,151.43,Restaurant,Spent $151.43 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,True,"['Restaurant', 'Recurring']"
eca633ef-4df2-4fce-99f6-16bcf0073480,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-24,299.98,Restaurant,Spent $299.98 on restaurant at McDonald's using Apple Pay.,McDonald's,Apple Pay,True,"['Restaurant', 'Recurring']"
9c8ac3e3-3532-4bcf-afab-05fb096d51e7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,387.28,Groceries,Spent $387.28 on groceries at Local Market using Debit Card.,Local Market,Debit Card,False,['Groceries']
e913bd2c-c57e-472e-b772-a5858cce2e36,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,488.27,Home Improvement,Spent $488.27 on home improvement at Home Depot using PayPal.,Home Depot,PayPal,True,"['Home Improvement', 'Recurring']"
65a6cfe3-b768-4055-8e3b-5108534ddd50,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-15,127.77,Home Improvement,Spent $127.77 on home improvement at Home Depot using PayPal.,Home Depot,PayPal,True,"['Home Improvement', 'Recurring']"
d2cbc1f2-88c9-43e8-8f41-c846394e9d06,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-11,254.66,Home Improvement,Spent $254.66 on home improvement at IKEA using Apple Pay.,IKEA,Apple Pay,True,"['Home Improvement', 'Recurring']"
76605869-fd34-44c8-9e57-a73feace70ef,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-11,457.8,Fuel,Spent $457.80 on fuel at Shell Gas Station using PayPal.,Shell Gas Station,PayPal,False,['Fuel']
0e74cd72-ff89-4ca0-946a-09ec8c0688e1,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,375.31,Transport,Spent $375.31 on transport at Uber using Apple Pay.,Uber,Apple Pay,True,"['Transport', 'Recurring']"
2352d55e-0491-4844-8561-28df38dc6789,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-28,106.33,Home Improvement,Spent $106.33 on home improvement at Lowe's using PayPal.,Lowe's,PayPal,True,"['Home Improvement', 'Recurring']"
b4200ead-8803-4e2f-97c4-d39ffd503967,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,247.51,Shopping,Spent $247.51 on shopping at Target using Credit Card.,Target,Credit Card,True,"['Shopping', 'Recurring']"
62f0a47e-a004-42bc-a2c0-d4882835ab1a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,419.07,Groceries,Spent $419.07 on groceries at Whole Foods using Credit Card.,Whole Foods,Credit Card,False,['Groceries']
e43985d8-84b1-4e53-b961-23112462f908,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-19,105.26,Groceries,Spent $105.26 on groceries at Local Market using Apple Pay.,Local Market,Apple Pay,True,"['Groceries', 'Recurring']"
791821ee-d3d8-4c20-aa96-d3fa67aaea49,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,75.25,Transport,Spent $75.25 on transport at Uber using Debit Card.,Uber,Debit Card,False,['Transport']
16fcf599-9996-4013-8e34-781e4749b73c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-16,34.03,Transport,Spent $34.03 on transport at Lyft using Credit Card.,Lyft,Credit Card,True,"['Transport', 'Recurring']"
141a3ab0-d150-46c1-87d8-70cd6e866d49,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-20,182.15,Home Improvement,Spent $182.15 on home improvement at IKEA using Apple Pay.,IKEA,Apple Pay,True,"['Home Improvement', 'Recurring']"
19086aa8-3e63-4082-a599-07b9a55a6350,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-13,46.8,Restaurant,Spent $46.80 on restaurant at Italian Bistro using Apple Pay.,Italian Bistro,Apple Pay,True,"['Restaurant', 'Recurring']"
9bfde2bc-c226-4c90-8726-7575fdec6fa1,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-01,297.42,Travel,Spent $297.42 on travel at Hilton Hotels using Apple Pay.,Hilton Hotels,Apple Pay,True,"['Travel', 'Recurring']"
577919dc-4f6f-46a2-a82a-498884c8d730,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-19,144.6,Restaurant,Spent $144.60 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,False,['Restaurant']
5db52dda-b181-495d-b893-810b91b39cae,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-31,229.16,Electronics,Spent $229.16 on electronics at Amazon using Credit Card.,Amazon,Credit Card,True,"['Electronics', 'Recurring']"
6a82f26a-f79c-4cbe-8960-8aa9f64af1b0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,192.39,Transport,Spent $192.39 on transport at Lyft using PayPal.,Lyft,PayPal,True,"['Transport', 'Recurring']"
738bb2ad-c1f6-43f0-bf1d-d84d339e4c87,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-08,179.12,Transport,Spent $179.12 on transport at Uber using Debit Card.,Uber,Debit Card,False,['Transport']
ca9a2755-0337-46c9-89b8-8a2bdef50ddf,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-07,108.94,Restaurant,Spent $108.94 on restaurant at McDonald's using PayPal.,McDonald's,PayPal,False,['Restaurant']
f7ad320c-cb16-4818-ae87-457459a7ebb5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-07,239.54,Groceries,Spent $239.54 on groceries at Local Market using Apple Pay.,Local Market,Apple Pay,False,['Groceries']
3bf37eae-46c1-4fc9-9353-a3e769b91732,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-02,236.68,Transport,Spent $236.68 on transport at Uber using Bank Transfer.,Uber,Bank Transfer,True,"['Transport', 'Recurring']"
9dfe6aa5-c8fe-4a32-a4ca-4ccb0215ccc0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-17,264.72,Home Improvement,Spent $264.72 on home improvement at Lowe's using Debit Card.,Lowe's,Debit Card,True,"['Home Improvement', 'Recurring']"
28fea5b7-8641-45ef-a1d3-c0f0b4b382be,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,376.79,Subscription,Spent $376.79 on subscription at Netflix using Apple Pay.,Netflix,Apple Pay,True,"['Subscription', 'Recurring']"
9a056411-b892-4688-9166-7374e6f313b6,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-19,432.31,Electronics,Spent $432.31 on electronics at Best Buy using Debit Card.,Best Buy,Debit Card,False,['Electronics']
25309927-d2e8-4aef-8f8e-c13160d6c781,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-01,311.04,Restaurant,Spent $311.04 on restaurant at McDonald's using PayPal.,McDonald's,PayPal,True,"['Restaurant', 'Recurring']"
b6ba898e-d4b9-42f6-a0ae-c6d42daeec95,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,366.79,Subscription,Spent $366.79 on subscription at Netflix using Debit Card.,Netflix,Debit Card,False,['Subscription']
c5d062f0-dfea-4239-9a27-2e365b833bcf,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,314.67,Fuel,Spent $314.67 on fuel at Tesla Supercharger using Debit Card.,Tesla Supercharger,Debit Card,True,"['Fuel', 'Recurring']"
4e88a183-4d01-4b39-bd22-1fd416747e50,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-11,17.27,Shopping,Spent $17.27 on shopping at Nike Store using Bank Transfer.,Nike Store,Bank Transfer,True,"['Shopping', 'Recurring']"
fee29da2-82fc-4dad-a449-3cfa8f14aae6,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-22,429.5,Travel,Spent $429.50 on travel at Delta Airlines using PayPal.,Delta Airlines,PayPal,True,"['Travel', 'Recurring']"
016f36ba-ac69-4b46-97f3-0f81778fe852,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,192.04,Home Improvement,Spent $192.04 on home improvement at Lowe's using Bank Transfer.,Lowe's,Bank Transfer,True,"['Home Improvement', 'Recurring']"
c6e5fa27-5d88-44c0-9af2-957a168b02a8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-25,307.4,Home Improvement,Spent $307.40 on home improvement at IKEA using Debit Card.,IKEA,Debit Card,True,"['Home Improvement', 'Recurring']"
b1a496a8-f614-4021-ba39-624ad27b58a4,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-20,46.97,Shopping,Spent $46.97 on shopping at Nike Store using Debit Card.,Nike Store,Debit Card,False,['Shopping']
2854f420-5412-4729-b0f8-1f6ebb5d6818,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-28,28.91,Groceries,Spent $28.91 on groceries at Local Market using Bank Transfer.,Local Market,Bank Transfer,True,"['Groceries', 'Recurring']"
d741eddb-3808-4f0e-a297-62a5add4bb72,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-16,306.3,Restaurant,Spent $306.30 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,False,['Restaurant']
52f8c6dd-5b52-4ff8-bedf-c931005da888,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-07,63.84,Groceries,Spent $63.84 on groceries at Whole Foods using Apple Pay.,Whole Foods,Apple Pay,False,['Groceries']
6d673b00-d545-49e1-8ab8-68b355ac169b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-02,184.5,Transport,Spent $184.50 on transport at Uber using PayPal.,Uber,PayPal,False,['Transport']
033c79ab-02a1-46b3-9c40-4ceb8b69e6f2,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,379.06,Fuel,Spent $379.06 on fuel at Tesla Supercharger using Debit Card.,Tesla Supercharger,Debit Card,True,"['Fuel', 'Recurring']"
ce0e35b7-8625-4875-9d98-2a141e2fe6cd,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-14,151.89,Restaurant,Spent $151.89 on restaurant at Italian Bistro using Bank Transfer.,Italian Bistro,Bank Transfer,True,"['Restaurant', 'Recurring']"
4dc8264d-4baf-4f44-a814-6bc26f42e124,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,416.33,Restaurant,Spent $416.33 on restaurant at McDonald's using Credit Card.,McDonald's,Credit Card,True,"['Restaurant', 'Recurring']"
b8f35e75-8599-4b44-8f0e-a00d4eac57d4,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-28,202.06,Fuel,Spent $202.06 on fuel at Shell Gas Station using Credit Card.,Shell Gas Station,Credit Card,True,"['Fuel', 'Recurring']"
78fc7736-5ab0-4214-9222-a9f49e17fd61,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-31,101.64,Groceries,Spent $101.64 on groceries at Costco using PayPal.,Costco,PayPal,True,"['Groceries', 'Recurring']"
fee0a635-a2e1-449b-9638-5bf5b931286e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,317.85,Groceries,Spent $317.85 on groceries at Local Market using Credit Card.,Local Market,Credit Card,False,['Groceries']
a1379eae-fbf3-45c3-8ccb-785cfd2dca3a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-18,409.52,Groceries,Spent $409.52 on groceries at Costco using PayPal.,Costco,PayPal,True,"['Groceries', 'Recurring']"
60097849-6582-41e7-818e-a810e191e85b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-12,298.0,Travel,Spent $298.00 on travel at Delta Airlines using Credit Card.,Delta Airlines,Credit Card,False,['Travel']
85c62776-5fee-445b-9d7d-ad73de1ce5c1,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,293.36,Electronics,Spent $293.36 on electronics at Amazon using Apple Pay.,Amazon,Apple Pay,True,"['Electronics', 'Recurring']"
9420aa97-ae1d-4d3e-81c3-f99428b9269d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,198.01,Groceries,Spent $198.01 on groceries at Costco using Debit Card.,Costco,Debit Card,False,['Groceries']
47986288-6aac-43ef-95df-4bfe6d745ed8,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-06,304.4,Transport,Spent $304.40 on transport at Lyft using Debit Card.,Lyft,Debit Card,True,"['Transport', 'Recurring']"
e3967389-520a-4f69-9652-4fa917f4a6e5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,217.41,Shopping,Spent $217.41 on shopping at Walmart using Debit Card.,Walmart,Debit Card,True,"['Shopping', 'Recurring']"
d60a57a9-a480-468c-9a39-dd85ad1455a5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-06,363.12,Travel,Spent $363.12 on travel at Delta Airlines using Bank Transfer.,Delta Airlines,Bank Transfer,False,['Travel']
91ee2b66-bc8c-4899-bedd-ac91ce51dd98,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-23,310.02,Subscription,Spent $310.02 on subscription at Planet Fitness using Apple Pay.,Planet Fitness,Apple Pay,False,['Subscription']
7eaf63d2-c731-4ee8-9459-1d8020f296b1,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-01,470.2,Home Improvement,Spent $470.20 on home improvement at IKEA using Credit Card.,IKEA,Credit Card,True,"['Home Improvement', 'Recurring']"
60a573fb-31ed-4d0f-88dc-fd3054852949,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,97.42,Electronics,Spent $97.42 on electronics at Amazon using Apple Pay.,Amazon,Apple Pay,True,"['Electronics', 'Recurring']"
ced3d649-2fe6-4c93-b4a6-58d5e018c835,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-13,170.1,Subscription,Spent $170.10 on subscription at Netflix using Credit Card.,Netflix,Credit Card,False,['Subscription']
5c5add72-9247-4e48-af30-6414221d2fdf,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-16,90.46,Subscription,Spent $90.46 on subscription at Netflix using PayPal.,Netflix,PayPal,False,['Subscription']
71c56985-c6f2-4574-9713-81f841514ea7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-13,245.32,Travel,Spent $245.32 on travel at Delta Airlines using PayPal.,Delta Airlines,PayPal,False,['Travel']
75419976-797f-41df-af47-f77e34a51450,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-24,324.19,Travel,Spent $324.19 on travel at Delta Airlines using Debit Card.,Delta Airlines,Debit Card,False,['Travel']
c4b7f9d0-ba44-4cc4-ae32-a5f65029d052,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-01,428.12,Home Improvement,Spent $428.12 on home improvement at IKEA using Debit Card.,IKEA,Debit Card,False,['Home Improvement']
6790b3ea-9124-4d10-8f97-81470d0761b2,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,446.52,Fuel,Spent $446.52 on fuel at Tesla Supercharger using Apple Pay.,Tesla Supercharger,Apple Pay,False,['Fuel']
45b88b70-d793-4e24-aeba-82eb19233c9c,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-31,141.96,Electronics,Spent $141.96 on electronics at Apple Store using Debit Card.,Apple Store,Debit Card,False,['Electronics']
4bebc5a5-adf1-48d1-a480-f28955e7a25f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-01,393.22,Home Improvement,Spent $393.22 on home improvement at Home Depot using Credit Card.,Home Depot,Credit Card,False,['Home Improvement']
810e0e68-ed11-4df2-bd4a-60b0788ec8d3,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-17,426.24,Groceries,Spent $426.24 on groceries at Local Market using Bank Transfer.,Local Market,Bank Transfer,True,"['Groceries', 'Recurring']"
9c56358b-7286-4523-bc4e-9d7abaf23748,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,209.15,Shopping,Spent $209.15 on shopping at Walmart using Bank Transfer.,Walmart,Bank Transfer,False,['Shopping']
8fde4ec1-898c-4e69-be4b-ccedf92f030a,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-10,362.3,Electronics,Spent $362.30 on electronics at Amazon using Bank Transfer.,Amazon,Bank Transfer,True,"['Electronics', 'Recurring']"
0aab6392-436b-40a3-b881-bc4bf7343583,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-06,201.35,Fuel,Spent $201.35 on fuel at Shell Gas Station using Apple Pay.,Shell Gas Station,Apple Pay,False,['Fuel']
cf1902ae-878c-4ac1-8aa9-a9d342c0dd8e,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-18,105.36,Groceries,Spent $105.36 on groceries at Costco using PayPal.,Costco,PayPal,True,"['Groceries', 'Recurring']"
90de190e-7a54-4dad-b11c-df23e91161f2,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-11,145.95,Transport,Spent $145.95 on transport at Lyft using PayPal.,Lyft,PayPal,False,['Transport']
f4abf189-682b-4d2d-9467-30783f1b6c16,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,51.59,Shopping,Spent $51.59 on shopping at Walmart using Debit Card.,Walmart,Debit Card,False,['Shopping']
b7e1487b-abb5-48d1-b698-6545e5bbb472,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-14,271.49,Shopping,Spent $271.49 on shopping at Nike Store using Credit Card.,Nike Store,Credit Card,False,['Shopping']
ef2d28d2-5c4c-44ea-a5c9-a6daef420965,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-20,37.36,Electronics,Spent $37.36 on electronics at Amazon using Debit Card.,Amazon,Debit Card,True,"['Electronics', 'Recurring']"
f2f3414f-d523-4697-896b-5a0d9cc33492,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-09,334.31,Coffee,Spent $334.31 on coffee at Starbucks using Debit Card.,Starbucks,Debit Card,True,"['Coffee', 'Recurring']"
072159a9-02a1-483b-91c2-3266ce15df76,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-28,265.04,Restaurant,Spent $265.04 on restaurant at McDonald's using Bank Transfer.,McDonald's,Bank Transfer,False,['Restaurant']
ffcab08e-3478-46b1-bf2e-e492787c5aa7,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-05,173.83,Fuel,Spent $173.83 on fuel at Shell Gas Station using Bank Transfer.,Shell Gas Station,Bank Transfer,False,['Fuel']
2ff71c89-157b-44b6-8a90-d8b2f17350ed,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-04,170.89,Shopping,Spent $170.89 on shopping at Target using PayPal.,Target,PayPal,False,['Shopping']
076f9794-5c40-411f-b165-70f52e388bf0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,69.12,Groceries,Spent $69.12 on groceries at Costco using Debit Card.,Costco,Debit Card,False,['Groceries']
c4e4b2af-b86c-484d-9a02-aa6a34e3c75f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-03-01,238.51,Groceries,Spent $238.51 on groceries at Local Market using Apple Pay.,Local Market,Apple Pay,True,"['Groceries', 'Recurring']"
2044257a-7a45-41a4-895d-7f9ac1fd404d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-04,67.14,Shopping,Spent $67.14 on shopping at Nike Store using Debit Card.,Nike Store,Debit Card,True,"['Shopping', 'Recurring']"
8cbc7f28-b985-436e-b3d2-b07ea9e84352,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-26,116.62,Home Improvement,Spent $116.62 on home improvement at Home Depot using PayPal.,Home Depot,PayPal,False,['Home Improvement']
79a8996a-e41b-438a-ac10-361b4f504181,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-11,399.69,Travel,Spent $399.69 on travel at Delta Airlines using PayPal.,Delta Airlines,PayPal,True,"['Travel', 'Recurring']"
10f18edb-612b-4e04-a48d-c27cbca3daab,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,186.57,Travel,Spent $186.57 on travel at Hilton Hotels using Apple Pay.,Hilton Hotels,Apple Pay,True,"['Travel', 'Recurring']"
f1e3aa01-887e-41e0-af82-e4190bff4e26,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,146.61,Groceries,Spent $146.61 on groceries at Costco using Debit Card.,Costco,Debit Card,True,"['Groceries', 'Recurring']"
473f9175-8b7a-4ce4-8cfc-ec432ce1974d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,221.23,Groceries,Spent $221.23 on groceries at Whole Foods using Bank Transfer.,Whole Foods,Bank Transfer,False,['Groceries']
b61dba8a-fac5-4df0-b2b5-19a30aa8ed14,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-29,284.08,Groceries,Spent $284.08 on groceries at Costco using PayPal.,Costco,PayPal,False,['Groceries']
ddaa8e84-6095-424d-ad89-57ac217583c0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-18,324.24,Electronics,Spent $324.24 on electronics at Best Buy using PayPal.,Best Buy,PayPal,False,['Electronics']
855036b3-5f62-475a-b89d-8a640efe834b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-24,340.97,Coffee,Spent $340.97 on coffee at Starbucks using Bank Transfer.,Starbucks,Bank Transfer,False,['Coffee']
851ab9aa-838c-452a-8c3b-a1664b5afd67,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-23,441.38,Subscription,Spent $441.38 on subscription at Netflix using PayPal.,Netflix,PayPal,False,['Subscription']
a420c054-0287-44e4-9568-04d7f441598f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-31,197.24,Travel,Spent $197.24 on travel at Delta Airlines using Apple Pay.,Delta Airlines,Apple Pay,True,"['Travel', 'Recurring']"
3117ceec-a1e2-4534-be42-60b16460f7a4,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-21,29.32,Electronics,Spent $29.32 on electronics at Apple Store using PayPal.,Apple Store,PayPal,False,['Electronics']
06655bd3-f784-466e-8f7a-d0046f548891,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-30,152.33,Groceries,Spent $152.33 on groceries at Whole Foods using Credit Card.,Whole Foods,Credit Card,True,"['Groceries', 'Recurring']"
4fc9fd9c-863d-434b-9edc-43a8362ad0b5,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-09,103.63,Groceries,Spent $103.63 on groceries at Whole Foods using Debit Card.,Whole Foods,Debit Card,False,['Groceries']
6bca8920-f490-4ca6-af83-9209504e8c75,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-08,492.43,Transport,Spent $492.43 on transport at Lyft using Credit Card.,Lyft,Credit Card,False,['Transport']
d08025c2-441e-441c-be40-86d52cf2a8ce,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-08,346.32,Restaurant,Spent $346.32 on restaurant at Italian Bistro using PayPal.,Italian Bistro,PayPal,True,"['Restaurant', 'Recurring']"
ddb1838d-8067-46d4-ab1b-55ef394fd873,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-25,48.83,Home Improvement,Spent $48.83 on home improvement at IKEA using PayPal.,IKEA,PayPal,False,['Home Improvement']
bc015400-b15d-4747-be38-dbd32c177041,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-01,177.83,Shopping,Spent $177.83 on shopping at Nike Store using Credit Card.,Nike Store,Credit Card,True,"['Shopping', 'Recurring']"
f1b8fe1f-8b47-48f4-a84b-d3b641b0cafe,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-19,296.25,Groceries,Spent $296.25 on groceries at Whole Foods using Bank Transfer.,Whole Foods,Bank Transfer,False,['Groceries']
5c38a0e8-b20b-4c52-90b8-15ee7eb5daf0,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-12,440.41,Fuel,Spent $440.41 on fuel at Shell Gas Station using PayPal.,Shell Gas Station,PayPal,False,['Fuel']
30130d51-e38a-49fb-8e33-860ef8d50792,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,267.6,Travel,Spent $267.60 on travel at Delta Airlines using Apple Pay.,Delta Airlines,Apple Pay,True,"['Travel', 'Recurring']"
3b424bdf-17e2-4771-98c9-6261654c6509,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-15,302.71,Travel,Spent $302.71 on travel at Delta Airlines using PayPal.,Delta Airlines,PayPal,True,"['Travel', 'Recurring']"
2aae349f-1f8a-4763-85b6-e0c423e7ce9f,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-07,131.86,Fuel,Spent $131.86 on fuel at Shell Gas Station using Debit Card.,Shell Gas Station,Debit Card,False,['Fuel']
3a8380e6-5746-4418-9b01-567f51273f01,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-03,66.22,Restaurant,Spent $66.22 on restaurant at Italian Bistro using PayPal.,Italian Bistro,PayPal,False,['Restaurant']
ba84f5f9-e7fa-430a-bf17-339cee9b8885,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-11,402.29,Groceries,Spent $402.29 on groceries at Local Market using Credit Card.,Local Market,Credit Card,True,"['Groceries', 'Recurring']"
2666abc5-7a21-4aa5-bd7b-28734bba9e1d,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-14,398.83,Groceries,Spent $398.83 on groceries at Whole Foods using Apple Pay.,Whole Foods,Apple Pay,True,"['Groceries', 'Recurring']"
7dbb98f5-3672-4a98-a775-1c0b2a66658b,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-17,24.59,Subscription,Spent $24.59 on subscription at Netflix using Debit Card.,Netflix,Debit Card,True,"['Subscription', 'Recurring']"
12a4ea04-df9d-480d-8f10-51f566dbc468,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-23,234.61,Fuel,Spent $234.61 on fuel at Tesla Supercharger using Credit Card.,Tesla Supercharger,Credit Card,True,"['Fuel', 'Recurring']"
638a077e-307e-49c8-a9a9-035543789325,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-03,19.92,Subscription,Spent $19.92 on subscription at Planet Fitness using Credit Card.,Planet Fitness,Credit Card,True,"['Subscription', 'Recurring']"
20356567-11a8-4d3d-9844-2da7f3b61a89,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-18,84.52,Shopping,Spent $84.52 on shopping at Walmart using Apple Pay.,Walmart,Apple Pay,False,['Shopping']
e62b702a-2dba-4c8e-afa7-8c5501094e34,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-01-02,340.2,Subscription,Spent $340.20 on subscription at Spotify using Debit Card.,Spotify,Debit Card,False,['Subscription']
65989883-9596-42a5-ac9b-40f965bc8221,24e64c01-6f77-4f4d-a0ab-2532cdfefc22,2025-02-04,272.8,Coffee,Spent $272.80 on coffee at Starbucks using Apple Pay.,Starbucks,Apple Pay,False,['Coffee']
